mean_fit_time,mean_score_time,mean_test_score,param_Vectorizer__max_df,param_Vectorizer__max_features,param_Vectorizer__min_df,param_Vectorizer__ngram_range,params,rank_test_score,split0_test_score,std_fit_time,std_score_time,std_test_score
152.88888716697693,0.0,,1,5000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",80,,0.0,0.0,
170.7594816684723,0.0,,1,5000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",70,,0.0,0.0,
183.8678367137909,0.0,,1,5000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",68,,0.0,0.0,
126.79481673240662,16.497018575668335,0.0,1,10000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
150.05583310127258,17.276999711990356,0.0,1,10000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
177.51088976860046,27.34494638442993,0.0,1,10000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
131.52644062042236,0.0,,1,10000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",69,,0.0,0.0,
164.99887084960938,0.0,,1,10000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",65,,0.0,0.0,
209.0498013496399,0.0,,1,10000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",66,,0.0,0.0,
161.77686023712158,0.0,,1,10000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",67,,0.0,0.0,
181.73507046699524,0.0,,1,10000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",64,,0.0,0.0,
175.75631165504456,0.0,,1,10000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 1}",81,,0.0,0.0,
