doc,score,word,importance
45,0.006403230734264188,failing,0.006403230734264188
45,0.005269851414915458,text,0.005269851414915458
45,-0.004443413716188305,proceeding,0.004443413716188305
45,0.0041339496417106434,limitations,0.0041339496417106434
45,-0.00393682536190241,Tr,0.00393682536190241
46,0.28421311735739535,Petitioners,0.28421311735739535
46,0.0929965203288793,among,0.0929965203288793
46,0.07041369147330938,Circuit,0.07041369147330938
46,0.0637665600488188,unless,0.0637665600488188
46,0.062343755974230475,Brief,0.062343755974230475
46,0.0547228176276557,intent,0.0547228176276557
46,0.031628827580238016,including,0.031628827580238016
46,-0.021278052061451867,Although,0.021278052061451867
46,-0.019151003387588704,appear,0.019151003387588704
46,-0.016465826465210158,although,0.016465826465210158
47,-0.5258373533838794,remand,0.5258373533838794
47,0.12635792853443514,petitioners,0.12635792853443514
47,-0.0743116925655339,proceedings,0.0743116925655339
47,0.05736470191565316,Petitioners,0.05736470191565316
47,0.055731909836147446,Circuit,0.055731909836147446
47,0.0501165476126999,added,0.0501165476126999
47,-0.04489062185389687,F,0.04489062185389687
47,-0.015404907165619373,Rep,0.015404907165619373
47,-0.015281834566317877,consistent,0.015281834566317877
47,-0.014460623051310047,respond,0.014460623051310047
48,-0.5582507360877136,remanded,0.5582507360877136
48,0.1261445039279633,speech,0.1261445039279633
48,0.09956241403412387,petitioners,0.09956241403412387
48,0.08883456394235949,related,0.08883456394235949
48,0.08445909796661953,Petitioners,0.08445909796661953
48,-0.07358117270566567,proceedings,0.07358117270566567
48,0.07134151008952642,text,0.07134151008952642
48,0.06721774158247308,failed,0.06721774158247308
48,0.01739622308250765,made,0.01739622308250765
48,-0.00938652853268038,Respondents,0.00938652853268038
49,-0.5043020851131885,remanded,0.5043020851131885
49,-0.0716073059194471,income,0.0716073059194471
49,0.05535774859763572,among,0.05535774859763572
49,0.05277362337418624,appear,0.05277362337418624
49,0.04768093006564214,unless,0.04768093006564214
49,0.032906060172776294,merely,0.032906060172776294
49,0.03099892628388787,follow,0.03099892628388787
49,-0.01820056707528926,much,0.01820056707528926
49,-0.01611468774446284,consistently,0.01611468774446284
49,-0.011903790424322736,proceedings,0.011903790424322736
50,-0.17102009214609648,remanded,0.17102009214609648
50,-0.16566648731775838,Respondent,0.16566648731775838
50,-0.058093501135293775,respondent,0.058093501135293775
50,0.05330420980994579,petitioner,0.05330420980994579
50,0.04663941225625653,petitioners,0.04663941225625653
50,-0.022535359446299388,Respondents,0.022535359446299388
50,0.0210580925249522,Civ,0.0210580925249522
50,-0.013791194224322824,although,0.013791194224322824
50,-0.004418125838059133,charge,0.004418125838059133
50,-0.003386489248686588,12,0.003386489248686588
51,-0.21566410083583976,remanded,0.21566410083583976
51,-0.13719665282617094,Respondent,0.13719665282617094
51,0.08081347759173835,petitioners,0.08081347759173835
51,-0.04283872902805322,respond,0.04283872902805322
51,-0.028689262786799237,Tr,0.028689262786799237
51,0.02698866702700227,517,0.02698866702700227
51,-0.01718915137222823,F,0.01718915137222823
51,-0.011202067904485026,45,0.011202067904485026
51,-0.009022354761989045,enacted,0.009022354761989045
51,-0.006649150975548513,Likewise,0.006649150975548513
52,0.28922656542810493,Petitioner,0.28922656542810493
52,0.1348028162749402,petitioner,0.1348028162749402
52,0.13430585365121667,petitioners,0.13430585365121667
52,0.11425319287383445,Brief,0.11425319287383445
52,-0.1050315470102044,respondents,0.1050315470102044
52,0.08632585051450566,3d,0.08632585051450566
52,-0.0761691509065062,Tr,0.0761691509065062
52,0.07577062946234586,funds,0.07577062946234586
52,0.07337360072278705,among,0.07337360072278705
52,0.0648252575633188,Circuit,0.0648252575633188
53,-0.10380686517525617,remanded,0.10380686517525617
53,-0.08009906972988884,remand,0.08009906972988884
53,-0.07804858079172973,respondent,0.07804858079172973
53,-0.05453944740188677,proceedings,0.05453944740188677
53,0.03004507859796492,text,0.03004507859796492
53,0.02928372684372129,either,0.02928372684372129
53,0.026205532291225252,Circuit,0.026205532291225252
53,0.024879999584179035,authorized,0.024879999584179035
53,0.021361889192536346,neglects,0.021361889192536346
53,-0.019023826233434356,Act,0.019023826233434356
54,0.21705710453927482,Petitioner,0.21705710453927482
54,0.08381348136338186,Article,0.08381348136338186
54,0.08367576139403701,petitioner,0.08367576139403701
54,-0.08166911507277524,Respondent,0.08166911507277524
54,0.06167563734853691,Convention,0.06167563734853691
54,0.050623092025406664,petitioners,0.050623092025406664
54,0.04637941190683997,limitations,0.04637941190683997
54,0.03797041467438452,terms,0.03797041467438452
54,-0.02634404496587308,responds,0.02634404496587308
54,-0.0008442927774587202,although,0.0008442927774587202
55,-0.21597417717986683,remanded,0.21597417717986683
55,-0.20966005085590703,remand,0.20966005085590703
55,0.10205069339077547,Petitioner,0.10205069339077547
55,-0.0777017174795803,petition,0.0777017174795803
55,0.06788473249068766,petitioner,0.06788473249068766
55,0.06357132217718503,Brief,0.06357132217718503
55,0.06337240486981568,proceedings,0.06337240486981568
55,0.05400855941491779,limit,0.05400855941491779
55,0.04506025889047707,unless,0.04506025889047707
55,-0.03907808348522781,habeas,0.03907808348522781
56,0.16534669481573053,Petitioner,0.16534669481573053
56,-0.16350735418757104,Respondents,0.16350735418757104
56,-0.12528922950157478,respondents,0.12528922950157478
56,0.10439399639220164,Brief,0.10439399639220164
56,-0.09374140174899691,Tr,0.09374140174899691
56,-0.05428651678095025,Court,0.05428651678095025
56,-0.0419810056104305,Respondent,0.0419810056104305
56,-0.02616962113085822,Appeals,0.02616962113085822
56,-0.022688609487466108,unlike,0.022688609487466108
56,-0.0208130007323669,consists,0.0208130007323669
57,-0.16943362204833412,remanded,0.16943362204833412
57,-0.16555143314404733,Respondent,0.16555143314404733
